State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Households_with_Internet,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,sex_ratio,literact_rate
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,118257,61329,56928,40486,137,29794,52102,7516,101.0,61.749258621671466
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1693473,1233312,460161,570361,53606,798277,547454,692971,93.0,69.45126614823319
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,743245,516188,227057,183025,11020,329218,262410,235981,92.0,68.63294244282918
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,372139,320120,52019,57293,12899,199681,175365,139891,88.0,72.49745203172775
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,623006,430678,192328,103788,5292,266244,357047,99235,89.0,65.45775477302693
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,579229,476933,102296,29288,43437,333171,87700,382981,87.0,70.32744609287668
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,369083,263498,105585,97997,3210,153301,203020,55360,90.0,59.19017930788494
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,544716,432456,112260,27097,67087,305751,141703,381988,85.0,73.3684972319655
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,691621,488321,203300,144213,10132,285004,302013,154113,87.0,63.89650737328484
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,326534,250020,76514,44845,5034,168558,211816,78328,86.0,70.5433506711672
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,523422,368277,155145,102071,5263,222462,278335,89665,87.0,62.41852502563427
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,373899,292696,81203,85651,3724,187349,231091,75696,88.0,60.18119638389133
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,516062,411646,104416,133723,11163,267223,292682,135920,89.0,64.97026553751883
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,336780,268556,68224,85890,7356,171908,203553,88268,89.0,67.05951868802836
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,338584,232935,105649,38320,2624,135455,223726,44216,89.0,68.35085154562255
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,211479,164865,46614,12827,18615,103455,70895,93656,87.0,72.2114831291322
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,412318,328667,83651,62358,10024,209965,173502,153804,86.0,65.25426048810515
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,337727,235326,102401,28215,5121,152651,199449,69305,90.0,70.74579155244955
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,345967,272646,73321,36568,8482,193120,175203,131739,87.0,70.44658708410448
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,502003,369462,132541,147042,6287,215527,245476,93316,90.0,60.446544867196984
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,205871,111543,94328,4138,1574,79146,152458,11987,98.0,75.3018672307805
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,1203197,715467,487730,572292,8566,519704,549632,188174,97.0,59.939278330428145
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,294035,158791,135244,9193,1615,96082,186395,13836,99.0,62.3876859058334
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,241931,118724,123207,8824,2521,104120,196116,15232,110.0,78.74146817718045
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,443655,308527,135128,181449,1196,55929,256081,55300,86.0,59.16036168199332
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,675170,403756,271414,54849,8053,330081,588321,39007,101.0,76.32998361008559
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,56273,33863,22410,2537,354,17865,44514,0,82.0,72.15677417054005
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,269084,148829,120255,12372,2623,91322,167995,20709,94.0,70.26030878984615
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,572671,297464,275207,15822,5333,214491,431129,31696,101.0,72.39084315802424
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,430926,258628,172298,26114,9177,172754,279269,95896,92.0,75.26222036584316
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,280083,169399,110684,10730,2220,91509,171102,21054,92.0,68.44230968849968
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,298737,190001,108736,10283,5250,119866,192787,51509,88.0,73.85201268265784
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,215346,141612,73734,19604,2412,105929,185091,20126,98.0,76.69526241766171
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,151912,101144,50768,12199,596,61831,122267,11350,92.0,53.443220405136415
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,508622,417456,91166,36873,19905,294739,254566,248043,88.0,74.32458930245144
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,51873,39839,12034,3763,235,15824,40370,7774,81.0,61.246289115211425
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,200431,161548,38883,21566,1443,109422,181374,33473,89.0,63.1378815284661
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,188420,138428,49992,34080,1537,73629,147520,21703,91.0,52.451288273499394
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,161393,117677,43716,31583,346,62900,132139,15269,89.0,54.88774943114495
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,407188,333151,74037,10408,16413,165403,4518,257721,90.0,60.52445406761969
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,243672,163845,79827,11396,1214,73999,148664,34696,87.0,58.083371622656465
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,685368,507677,177691,126406,9754,274726,250312,258452,92.0,61.75151406418953
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,397690,251213,146477,188513,590,27037,200974,14528,95.0,48.908605542695945
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,551467,383691,167776,209693,1944,130193,257373,64337,93.0,53.18359088328788
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,844504,658851,185653,103488,11568,427173,258764,405455,91.0,64.15393332133849
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,624779,367108,257671,303084,1193,62110,303697,23281,98.0,50.88448830898366
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,571431,335451,235980,328673,565,29373,272872,19180,94.0,49.4015651837337
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,1036277,623946,412331,362610,1944,125431,452564,46886,94.0,51.256934238515726
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,552191,344019,208172,307767,874,43230,276454,15576,94.0,46.02173802159185
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,487508,264774,222734,97918,831,31687,216629,16445,99.0,54.5954840603855
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,326631,214740,111891,135667,808,49419,165555,20113,95.0,53.89246083014555
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,313379,180106,133273,142729,340,38194,146377,14137,97.0,48.23832358063105
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,221332,121605,99727,80840,351,28769,96759,14725,99.0,56.239199636198265
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,404584,234012,170572,150028,328,31414,200588,16587,99.0,39.19062395188034
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,713175,473042,240133,380976,2155,68238,355529,52375,93.0,52.81609222066026
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1142867,743967,398900,267360,22538,350908,420740,310242,95.0,65.58912352496506
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,490202,295690,194512,206902,591,34879,223450,37543,95.0,42.00216067382429
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,288645,159867,128778,90232,423,16865,144169,11114,100.0,57.28745884605506
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,818081,511575,306506,303243,3745,301389,324799,165858,99.0,58.9184189248113
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,459891,315499,144392,84108,3729,214253,231052,95410,95.0,69.50580418458347
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,2105668,1372422,733246,649517,17560,808827,962777,356198,97.0,63.85457043920061
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,1116880,703258,413622,406092,9626,440374,371604,251876,98.0,57.96395246667305
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,702608,459050,243558,280091,3971,271439,287134,102269,96.0,61.21487700346386
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,134525,71591,62934,49859,117,12516,50449,7942,98.0,34.05516592877013
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,927722,580111,347611,351600,4987,326594,396449,131041,96.0,57.330190035414915
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,565774,357889,207885,126600,4510,238505,311660,80766,101.0,71.91327295047897
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,856587,513311,343276,294337,5711,307257,349704,97644,97.0,65.52701608237881
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,875207,585639,289568,295873,7320,372671,354680,176011,97.0,67.25993409396159
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,784833,543776,241057,207642,15013,347962,199707,283397,97.0,70.47362160622797
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,495722,310412,185310,200310,3373,198064,180066,111906,98.0,65.77087462543562
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,1087028,680001,407027,415267,9752,404767,400704,199303,97.0,55.61912243417243
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,903580,560452,343128,165910,4851,400702,496103,132878,101.0,68.9732895524203
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,730066,490731,239335,311263,2456,295937,315076,98488,95.0,67.93920889696733
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,278938,172100,106838,15153,3308,113931,181182,31792,102.0,74.4567814628534
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,717872,454048,263824,201233,5051,309494,326567,151042,98.0,66.14282339050807
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,654766,387974,266792,273016,2135,223166,272968,64681,99.0,58.210904224703576
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,871408,575203,296205,216159,3367,391033,458867,103435,100.0,63.66534146947921
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1314268,921803,392465,311002,28397,640868,540596,380386,99.0,65.38143837298455
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,903413,530373,373040,383526,5200,314547,330446,125402,100.0,50.79650064391967
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,780598,534487,246111,246464,8791,363835,352444,201662,100.0,72.058983781514
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1354646,837512,517134,352286,7971,562769,685443,204799,98.0,67.68960574547029
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,513241,335399,177842,63390,9070,224814,269817,115572,109.0,78.68691081155228
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,804471,536738,267733,71706,28842,507913,331419,392117,110.0,87.07616215705599
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1249343,913249,336094,71391,88737,771287,369694,804997,103.0,86.99995247362591
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,516363,331710,184653,145698,8250,244844,391610,20823,101.0,83.23098647939446
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,824116,609377,214739,82988,32653,511167,306288,566191,114.0,84.75748938863728
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,462998,325095,137903,38774,10378,237670,251641,166164,108.0,79.35687924275744
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,912025,644362,267663,92193,31542,630767,523715,401415,111.0,85.00775032016317
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,735735,530322,205413,63052,37849,464039,481967,196194,104.0,88.61751355118201
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,948981,752333,196648,64198,36791,641660,323793,666543,110.0,84.74383345975252
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1062424,898157,164267,117405,27909,730119,634543,522586,110.0,80.51007556675063
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1042340,746121,296219,249949,27162,587583,665899,228442,107.0,79.69909613535407
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1231669,864101,367568,94470,71621,783872,559293,609824,109.0,84.36981947503307
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1095727,789511,306216,73941,56148,721625,336748,715119,111.0,85.81789055491478
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,340077,228639,111438,101630,4712,149864,266183,11805,103.0,78.97837097208289
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,346471,207401,139070,130376,1290,81338,147388,60325,98.0,58.27194866243926
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,315270,231829,83441,122387,619,84720,169606,37135,90.0,55.51119373401762
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,893014,488610,404404,459796,1712,277927,400074,70793,102.0,67.43987476038639
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,653897,365928,287969,267196,1158,181139,250358,48912,98.0,39.68060749804636
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,786980,453887,333093,358157,2109,230974,318945,87704,97.0,59.654162027521295
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,520768,455775,64993,158266,1166,107819,271211,88385,84.0,64.29323460588783
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,867457,644960,222497,105195,40788,452912,118893,581826,92.0,70.03995257819179
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,328339,211925,116414,156295,986,112420,115979,62861,95.0,53.92632022030832
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,751797,481518,270279,238364,1880,176056,375869,95048,88.0,53.50921341939144
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,957984,582263,375721,422668,3588,344875,413142,140802,96.0,61.89604394616346
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,574595,367711,206884,250165,1432,187731,303387,66514,91.0,59.1444203891889
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,321160,225662,95498,93744,616,97696,160453,43401,87.0,62.46488737267304
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,742676,451501,291175,310606,3518,270457,274995,101014,94.0,59.17759949862986
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,1027974,597079,430895,437437,2388,349639,412348,103364,96.0,49.28819883676084
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,389925,203383,186542,190962,554,62372,218021,9774,100.0,53.754591752729496
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,514897,335454,179443,175615,2482,144248,212765,72320,91.0,52.67579473209834
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,685311,548820,136491,120348,15779,306859,172720,272172,86.0,66.79064740978998
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,230979,156852,74127,101256,986,95066,112714,31845,93.0,61.80046102740746
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,478082,345435,132647,181967,2871,198076,209650,105746,91.0,65.3034196640754
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1268195,939055,329140,185528,48691,593576,200371,587947,93.0,70.47127030665331
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,1005624,705970,299654,283636,20443,452023,272284,352477,93.0,71.30580293258323
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,515121,265489,249632,115649,744,125411,211080,24713,99.0,34.34775737331325
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,543874,348410,195464,223902,2179,172416,276151,72880,95.0,61.20335097465872
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,559649,300235,259414,318909,912,143803,279674,37258,101.0,57.347533664168814
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,679723,397714,282009,266350,2324,239885,302287,81832,96.0,62.26381311403741
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,675993,525329,150664,148222,1781,131486,319298,95288,84.0,60.00523914403577
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,418682,245708,172974,136330,1945,145258,174235,67962,95.0,61.59718279510016
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,431998,275375,156623,198847,653,76097,256744,32179,91.0,54.35790737024357
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,517838,370366,147472,228151,1141,194373,251272,74441,90.0,61.59671432122481
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,745603,429768,315835,330820,1611,231130,331894,69823,96.0,52.0272814193687
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,690980,411446,279534,305946,3644,213825,266716,107151,97.0,56.75882037209232
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,991946,617184,374762,463506,3406,251132,523910,94489,93.0,60.959508791572134
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,1006035,682077,323958,378560,4546,366494,448408,165507,89.0,64.98828232409402
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,911349,590487,320862,371584,3754,294702,461831,114173,93.0,61.54423525136444
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,586087,364559,221528,227026,1566,212138,270427,59220,92.0,59.509109821158944
